 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.183334,-9.44933,0.0019704,2.95651,281.837,45.3333,3.29773,6.82118,-0.983545,0.180664,-101.611,3.00043,-27.2346,-37.187,-30.6584,-30.478,-102.207,-100.379,-101.578
0.191873,-9.77851,0.00188,2.9642,284.837,44.4848,3.04899,7.03095,-0.984414,0.175866,-104.563,2.99955,-28.0112,-37.9341,-31.2016,-31.0127,-105.099,-103.326,-104.529
0.197508,-9.92383,0.0018428,2.96792,287.837,44.0433,2.81447,7.24172,-0.98521,0.171353,-107.516,2.99847,-28.7604,-38.6678,-31.7278,-31.5332,-107.998,-106.275,-107.482
0.2,-10.324,0.0017069,2.97503,290.835,43.1245,2.59327,7.45299,-0.985948,0.167054,-110.47,2.99737,-29.4836,-39.3886,-32.2376,-32.0404,-110.904,-109.225,-110.437
0.2,-10.5462,0.0016211,2.97835,293.832,42.6434,2.38579,7.66855,-0.98669,0.162612,-113.426,2.99649,-30.1804,-40.1009,-32.7317,-32.5344,-113.814,-112.179,-113.393
0.199227,-10.4806,0.0017183,2.985,296.829,41.6444,2.19248,7.87822,-0.98747,0.15781,-116.383,2.99582,-30.8494,-40.7939,-33.2111,-33.0144,-116.729,-115.139,-116.351
0.198332,-10.4432,0.0017841,2.9885,299.825,41.1384,2.02436,8.06644,-0.988276,0.152675,-119.341,2.99539,-31.4788,-41.4513,-33.6754,-33.4794,-119.65,-118.11,-119.311
0.197485,-10.3834,0.00192,2.99591,302.82,40.1126,1.89499,8.21976,-0.989107,0.1472,-122.302,2.99522,-32.0541,-42.0587,-34.1238,-33.9284,-122.581,-121.092,-122.273
0.196789,-10.3596,0.0019882,2.99981,305.815,39.5919,1.83191,8.34843,-0.989954,0.141389,-125.264,2.99531,-32.547,-42.6251,-34.5554,-34.3606,-125.523,-124.084,-125.236
0.196329,-10.3265,0.0021278,3.00804,308.811,38.5329,1.85821,8.45507,-0.990813,0.135239,-128.23,2.99569,-32.9336,-43.1522,-34.9693,-34.7748,-128.481,-127.086,-128.203
